transaction_id,client_id,date,channel,product_id,product_label,family,price_initial,price_sold,discount_amount,quantity,revenue
7c858f05-6393-440b-8f7b-c331b46e5339,C0175,2022-09-05,Store,P0045,Shirt M18,Shirt,73.0,59.34,109.28,8,474.72
0923cdc9-a46e-47ef-be95-96c72f86e342,C0175,2022-09-05,Store,P0050,Shirt M27,Shirt,97.57,78.33,173.16,9,704.97
a3c90485-be41-4fc4-a5fc-262409e5a0e5,C0059,2022-05-06,Online,P0067,Activewear M92,Activewear,84.18,65.10000000000001,228.96,12,781.2
dadd16f8-f6ae-42e9-bd21-e5261bbd2265,C0059,2022-05-06,Online,P0089,Activewear X49,Activewear,57.78,49.980000000000004,54.6,7,349.86
f1439321-052e-4eb1-b27b-81663f584023,C0059,2022-05-06,Online,P0066,Activewear Z97,Activewear,31.27,22.049999999999997,101.42,11,242.55
203ed974-8f38-499a-b9d3-b7b6ae08a387,C0059,2022-05-06,Online,P0039,Shirt A58,Shirt,55.21,42.72,124.9,10,427.2
3b4b0b79-cc1a-4004-8d73-31b1d37c9cef,C0059,2022-05-06,Online,P0089,Activewear X49,Activewear,57.78,48.34,113.28,12,580.08
08678412-250f-4b3c-b6b8-e406a24b789a,C0486,2023-01-06,Store,P0082,Activewear X82,Activewear,46.47,39.45,14.04,2,78.9
fde3e192-6185-4466-b9ff-33220eed7f7b,C0486,2023-01-06,Store,P0050,Shirt M27,Shirt,97.57,78.39999999999999,76.68,4,313.6
1ca241f0-e4af-46e9-a1a5-97cf4ac0b6af,C0486,2023-01-06,Store,P0078,Activewear M72,Activewear,48.68,42.97,17.13,3,128.91
65c51acc-a4e4-4291-b905-33b11ff60708,C0486,2023-01-06,Store,P0088,Activewear A37,Activewear,90.98,80.31,10.67,1,80.31
4162f2a4-f556-4886-abf2-2e1ff4224fbe,C0486,2023-01-06,Store,P0075,Activewear X29,Activewear,78.32,66.21,24.22,2,132.42
0f95d6c0-9b85-4c69-9695-f268101e17c6,C0116,2023-08-18,Online,P0051,Shirt X81,Shirt,82.01,64.82000000000001,68.76,4,259.28
4e942161-5be8-4879-8d3c-8d18e50dc494,C0116,2023-08-18,Online,P0031,Shirt M68,Shirt,33.64,29.92,14.88,4,119.68
d5942e7b-6421-4475-b65d-6f81b2d53698,C0441,2023-10-24,Online,P0037,Shirt X78,Shirt,27.81,24.229999999999997,10.74,3,72.69
88a2fc7c-ec48-4a71-9236-30965740e1ba,C0441,2023-10-24,Online,P0050,Shirt M27,Shirt,97.57,86.17999999999999,45.56,4,344.72
8cba63a1-6c26-4f95-9626-f0b42c16704c,C0313,2022-06-10,Store,P0074,Activewear M91,Activewear,76.55,68.56,71.91,9,617.04
9c94a429-b59a-4c07-8faf-fec722b5a461,C0313,2022-06-10,Store,P0067,Activewear M92,Activewear,84.18,74.33000000000001,167.45,17,1263.61
ac13ca78-fc5a-495a-b3b2-a628ea21b8ba,C0042,2022-08-08,Store,P0039,Shirt A58,Shirt,55.21,45.21,40.0,4,180.84
f65c84fe-0a60-4a2d-b13e-a004a27ab780,C0042,2022-08-08,Store,P0003,Hoodie Z96,Hoodie,67.89,58.54,18.7,2,117.08
20f66cb4-0411-4683-9f44-19fa32f3218a,C0042,2022-08-08,Store,P0004,Hoodie Z85,Hoodie,32.48,27.669999999999998,14.43,3,83.01
046cb53d-3a5c-4840-960a-046b41e00bb4,C0042,2022-08-08,Store,P0087,Activewear X43,Activewear,71.0,58.25,153.0,12,699.0
f6e97714-f782-4734-a9d1-b221a0485fda,C0042,2022-08-08,Store,P0084,Activewear A18,Activewear,44.88,39.53,42.8,8,316.24
8bd6aebf-3a5e-4f36-8dd7-0b173f24db50,C0150,2022-04-03,Store,P0027,Hoodie Z94,Hoodie,61.14,53.33,23.43,3,159.99
6810be76-2c83-44ca-86e5-ed3b9f0ed52a,C0150,2022-04-03,Store,P0017,Hoodie Z21,Hoodie,61.98,53.75,16.46,2,107.5
9d498078-7ac6-4160-95eb-2cc78d269e6b,C0150,2022-04-03,Store,P0082,Activewear X82,Activewear,46.47,40.17,12.6,2,80.34
d153e225-d04d-4937-be79-bde834891025,C0150,2022-04-03,Store,P0025,Hoodie M83,Hoodie,82.81,68.54,28.54,2,137.08
a2436c3d-e3af-4de0-8545-046fedd9b0bd,C0120,2022-11-26,Mobile,P0053,Shirt A84,Shirt,91.59,73.36,72.92,4,293.44
5c249167-9981-410b-94aa-6c62b8c0b69f,C0120,2022-11-26,Mobile,P0036,Shirt Z87,Shirt,44.37,36.4,31.88,4,145.6
602594f0-165c-40f7-882e-62960a29d28f,C0120,2022-11-26,Mobile,P0056,Shirt A21,Shirt,27.08,23.75,13.32,4,95.0
3d21692a-f3f6-4d4c-9f90-40693825fda0,C0059,2023-09-09,Store,P0082,Activewear X82,Activewear,46.47,39.33,14.28,2,78.66
d6476ca7-92cd-47ec-9557-be3ca786d05b,C0059,2023-09-09,Store,P0060,Activewear A86,Activewear,51.09,43.93000000000001,21.48,3,131.79
